addition,100000,14956
addition,100000,14818
addition,100000,14755
addition,100000,15094
addition,100000,15248
addition,100000,14994
addition,100000,14988
addition,100000,15197
addition,100000,15004
addition,100000,15052
substraction,100000,14267
substraction,100000,14612
substraction,100000,14587
substraction,100000,14634
substraction,100000,14578
substraction,100000,14602
substraction,100000,14615
substraction,100000,14547
substraction,100000,14569
substraction,100000,15862
multiplication,100000,14721
multiplication,100000,14941
multiplication,100000,15234
multiplication,100000,15607
multiplication,100000,15275
multiplication,100000,14974
multiplication,100000,16403
multiplication,100000,14900
multiplication,100000,14775
multiplication,100000,14952
division,100000,14913
division,100000,16950
division,100000,15379
division,100000,15026
division,100000,14865
division,100000,14908
division,100000,14975
division,100000,14995
division,100000,15010
division,100000,14989
smaller than,100000,13046
smaller than,100000,13262
smaller than,100000,13281
smaller than,100000,13214
smaller than,100000,13201
smaller than,100000,13257
smaller than,100000,13245
smaller than,100000,13244
smaller than,100000,13219
smaller than,100000,13447
greater than,100000,13299
greater than,100000,13067
greater than,100000,13041
greater than,100000,13073
greater than,100000,13066
greater than,100000,13144
greater than,100000,13157
greater than,100000,13143
greater than,100000,13149
greater than,100000,13158
equals,100000,12407
equals,100000,12993
equals,100000,12997
equals,100000,13018
equals,100000,13023
equals,100000,13193
equals,100000,13525
equals,100000,13625
equals,100000,13631
equals,100000,13618
not equals,100000,12548
not equals,100000,12591
not equals,100000,10050
not equals,100000,7640
not equals,100000,7665
not equals,100000,7660
not equals,100000,7707
not equals,100000,7652
not equals,100000,7709
not equals,100000,7795
isPrime,100000,20962
isPrime,100000,21097
isPrime,100000,21798
isPrime,100000,21727
isPrime,100000,21622
isPrime,100000,21525
isPrime,100000,21597
isPrime,100000,21584
isPrime,100000,21668
isPrime,100000,22046
sin,100000,19543
sin,100000,19721
sin,100000,20807
sin,100000,20226
sin,100000,19177
sin,100000,19316
sin,100000,19133
sin,100000,18971
sin,100000,19183
sin,100000,18993
tan,100000,19163
tan,100000,19270
tan,100000,19257
tan,100000,19193
tan,100000,19119
tan,100000,18691
tan,100000,18994
tan,100000,19368
tan,100000,20818
tan,100000,18977
rand,100000,69086
rand,100000,65972
rand,100000,65339
rand,100000,65274
rand,100000,65174
rand,100000,65197
rand,100000,67145
rand,100000,66433
rand,100000,66247
rand,100000,66200
fib,100000,49011
fib,100000,48624
fib,100000,48589
fib,100000,48473
fib,100000,48430
fib,100000,48524
fib,100000,50851
fib,100000,49227
fib,100000,49350
fib,100000,49643
pow,100000,30914
pow,100000,31520
pow,100000,30901
pow,100000,30328
pow,100000,30169
pow,100000,33528
pow,100000,30605
pow,100000,30492
pow,100000,30409
pow,100000,30755
len,100000,19597
len,100000,19495
len,100000,19381
len,100000,19169
len,100000,19382
len,100000,19456
len,100000,21848
len,100000,19691
len,100000,19591
len,100000,19653
sqrt,100000,17346
sqrt,100000,17269
sqrt,100000,17243
sqrt,100000,17559
sqrt,100000,17154
sqrt,100000,17199
sqrt,100000,17256
sqrt,100000,17375
sqrt,100000,17361
sqrt,100000,17345
concat,100000,20170
concat,100000,21842
concat,100000,20691
concat,100000,22616
concat,100000,22952
concat,100000,24905
concat,100000,19888
concat,100000,19970
concat,100000,20253
concat,100000,21605
addition,100000,8879
addition,100000,9037
addition,100000,9049
addition,100000,9550
addition,100000,10823
addition,100000,9139
addition,100000,9224
addition,100000,9205
addition,100000,9093
addition,100000,9029
substraction,100000,9024
substraction,100000,9056
substraction,100000,8998
substraction,100000,8952
substraction,100000,8972
substraction,100000,8996
substraction,100000,9013
