addition,100000,30591
addition,100000,30534
addition,100000,29770
addition,100000,30998
addition,100000,30901
addition,100000,30959
addition,100000,31600
addition,100000,30736
addition,100000,30572
addition,100000,31367
substraction,100000,29972
substraction,100000,30829
substraction,100000,30794
substraction,100000,29576
substraction,100000,30103
substraction,100000,30378
substraction,100000,31129
substraction,100000,30857
substraction,100000,30793
substraction,100000,31309
multiplication,100000,29984
multiplication,100000,30294
multiplication,100000,30985
multiplication,100000,30171
multiplication,100000,30920
multiplication,100000,30916
multiplication,100000,31870
multiplication,100000,33788
multiplication,100000,30179
multiplication,100000,29694
division,100000,34214
division,100000,30992
division,100000,30677
division,100000,30860
division,100000,30578
division,100000,30142
division,100000,30740
division,100000,30520
division,100000,29829
division,100000,31092
smaller than,100000,30748
smaller than,100000,28877
smaller than,100000,29259
smaller than,100000,29206
smaller than,100000,29022
smaller than,100000,29728
smaller than,100000,29463
smaller than,100000,29755
smaller than,100000,29180
smaller than,100000,30051
greater than,100000,29119
greater than,100000,30113
greater than,100000,29660
greater than,100000,29089
greater than,100000,29170
greater than,100000,29345
greater than,100000,33447
greater than,100000,28561
greater than,100000,29147
greater than,100000,29270
equals,100000,30265
equals,100000,31150
equals,100000,29710
equals,100000,34877
equals,100000,29052
equals,100000,28974
equals,100000,28607
equals,100000,29865
equals,100000,30694
equals,100000,29417
not equals,100000,31621
not equals,100000,31025
not equals,100000,28875
not equals,100000,29227
not equals,100000,28840
not equals,100000,30189
not equals,100000,28660
not equals,100000,28766
not equals,100000,28871
not equals,100000,29868
isPrime,100000,45220
isPrime,100000,45413
isPrime,100000,45966
isPrime,100000,47488
isPrime,100000,46530
isPrime,100000,45802
isPrime,100000,45948
isPrime,100000,45880
isPrime,100000,45698
isPrime,100000,45677
sin,100000,49331
sin,100000,43769
sin,100000,43557
sin,100000,43896
sin,100000,44392
sin,100000,44800
sin,100000,45123
sin,100000,45226
sin,100000,45822
sin,100000,45270
tan,100000,44977
tan,100000,43074
tan,100000,45013
tan,100000,44100
tan,100000,47505
tan,100000,42745
tan,100000,44675
tan,100000,43435
tan,100000,43476
tan,100000,44000
rand,100000,101142
rand,100000,100373
rand,100000,99377
rand,100000,99915
rand,100000,103350
rand,100000,99728
rand,100000,100578
rand,100000,100936
rand,100000,100368
rand,100000,102825
fib,100000,63552
fib,100000,61261
fib,100000,61885
fib,100000,61960
fib,100000,61399
fib,100000,61537
fib,100000,61325
fib,100000,61307
fib,100000,62415
fib,100000,61841
pow,100000,56564
pow,100000,57003
pow,100000,60100
pow,100000,53289
pow,100000,54311
pow,100000,54600
pow,100000,56525
pow,100000,92706
pow,100000,95857
pow,100000,100214
len,100000,74239
len,100000,74351
len,100000,74206
len,100000,81008
len,100000,74878
len,100000,74510
len,100000,74719
len,100000,74332
len,100000,74004
len,100000,73973
sqrt,100000,72995
sqrt,100000,72680
sqrt,100000,70817
sqrt,100000,71556
sqrt,100000,71305
sqrt,100000,71790
sqrt,100000,71537
sqrt,100000,77074
sqrt,100000,71071
sqrt,100000,71210
concat,100000,81958
concat,100000,73885
concat,100000,73857
concat,100000,73241
concat,100000,74005
concat,100000,80006
concat,100000,72587
concat,100000,73860
concat,100000,73335
concat,100000,76370
