useful,100000,4239006
useful,100000,3903951
useful,100000,4738907
useful,100000,5001278
useful,100000,4996378
useful,100000,5004962
useful,100000,4766216
useful,100000,4768004
useful,100000,5014416
useful,100000,5044553
useful,100000,4938601
useful,100000,4730296
useful,100000,4933507
useful,100000,4917628
useful,100000,4784010
useful,100000,4934222
useful,100000,4898868
useful,100000,5096907
useful,100000,4951804
useful,100000,4996410
useful,100000,4643962
attacker,100000,3581112
attacker,100000,3731102
attacker,100000,3546621
attacker,100000,3185959
attacker,100000,2707185
attacker,100000,2836313
attacker,100000,2919965
attacker,100000,3192325
attacker,100000,3057250
attacker,100000,2813730
attacker,100000,3269481
attacker,100000,3663874
attacker,100000,3478659
attacker,100000,3616764
attacker,100000,3397246
attacker,100000,3527490
attacker,100000,3549848
attacker,100000,3835388
attacker,100000,3597382
attacker,100000,3473665
attacker,100000,3066568
