operation,amount,time
greater than,10000000,509559
greater than,10000000,511714
greater than,10000000,509059
greater than,10000000,487129
greater than,10000000,553841
greater than,10000000,500671
equals,10000000,459692
equals,10000000,454534
equals,10000000,449043
equals,10000000,442434
equals,10000000,448212
equals,10000000,434467
equals,10000000,455831
equals,10000000,450271
equals,10000000,445465
equals,10000000,441736
equals,10000000,433550
equals,10000000,441372
equals,10000000,441112
equals,10000000,453463
equals,10000000,438587
equals,10000000,448674
equals,10000000,432716
equals,10000000,449319
equals,10000000,461212
equals,10000000,521588
equals,10000000,427937
equals,10000000,448470
equals,10000000,457069
equals,10000000,452284
equals,10000000,452073
equals,10000000,455874
equals,10000000,450654
equals,10000000,452483
equals,10000000,454455
equals,10000000,455729
equals,10000000,440174
equals,10000000,445123
equals,10000000,456335
equals,10000000,453922
equals,10000000,432647
equals,10000000,432829
equals,10000000,441170
equals,10000000,426629
equals,10000000,445081
equals,10000000,520194
equals,10000000,438742
equals,10000000,444190
equals,10000000,431078
equals,10000000,454202
equals,10000000,435230
equals,10000000,436161
equals,10000000,455927
equals,10000000,457257
equals,10000000,452454
equals,10000000,458434
not equals,10000000,455010
not equals,10000000,429366
not equals,10000000,457864
not equals,10000000,455491
not equals,10000000,477464
not equals,10000000,488236
not equals,10000000,432650
not equals,10000000,436649
not equals,10000000,434328
not equals,10000000,448515
not equals,10000000,427596
not equals,10000000,456226
not equals,10000000,465376
not equals,10000000,470806
not equals,10000000,499460
not equals,10000000,504870
not equals,10000000,499451
not equals,10000000,501455
not equals,10000000,491951
not equals,10000000,494270
not equals,10000000,484107
not equals,10000000,488038
not equals,10000000,497090
not equals,10000000,480489
not equals,10000000,491545
not equals,10000000,543872
not equals,10000000,456600
not equals,10000000,463847
not equals,10000000,451831
not equals,10000000,482317
not equals,10000000,450208
not equals,10000000,462665
not equals,10000000,445232
not equals,10000000,472903
not equals,10000000,439887
not equals,10000000,463600
not equals,10000000,458906
not equals,10000000,456786
not equals,10000000,463562
not equals,10000000,464650
not equals,10000000,458766
not equals,10000000,449810
not equals,10000000,461903
not equals,10000000,464988
not equals,10000000,468729
not equals,10000000,510685
not equals,10000000,461966
not equals,10000000,462935
not equals,10000000,455672
not equals,10000000,453271
isPrime,10000000,1068157
isPrime,10000000,1080950
isPrime,10000000,1076151
isPrime,10000000,1062672
isPrime,10000000,1062540
isPrime,10000000,1082062
isPrime,10000000,1158035
isPrime,10000000,1068949
isPrime,10000000,1066776
isPrime,10000000,1071883
isPrime,10000000,1048334
isPrime,10000000,1082295
isPrime,10000000,1078409
isPrime,10000000,1075828
isPrime,10000000,1152661
isPrime,10000000,1157195
isPrime,10000000,1226797
isPrime,10000000,1062342
isPrime,10000000,1064867
isPrime,10000000,1064447
isPrime,10000000,1074105
isPrime,10000000,1066573
isPrime,10000000,1060839
isPrime,10000000,1058994
isPrime,10000000,1059487
isPrime,10000000,1065335
isPrime,10000000,1116576
isPrime,10000000,1113004
isPrime,10000000,1061548
isPrime,10000000,1066618
isPrime,10000000,1062627
isPrime,10000000,1079343
