operation,amount,time
sin,10000000,897247
sin,10000000,913970
sin,10000000,1035600
sin,10000000,914743
sin,10000000,910779
sin,10000000,891084
sin,10000000,921446
sin,10000000,913814
sin,10000000,926877
sin,10000000,887774
sin,10000000,899783
sin,10000000,904647
sin,10000000,903554
sin,10000000,973344
sin,10000000,916402
sin,10000000,1023487
sin,10000000,911992
sin,10000000,925329
sin,10000000,918035
sin,10000000,919449
sin,10000000,914816
sin,10000000,930511
sin,10000000,928448
sin,10000000,932041
sin,10000000,925524
sin,10000000,934188
sin,10000000,941341
sin,10000000,927867
sin,10000000,1036242
tan,10000000,911425
tan,10000000,1006114
tan,10000000,899904
tan,10000000,910527
tan,10000000,900206
tan,10000000,910746
tan,10000000,905439
tan,10000000,912495
tan,10000000,912283
tan,10000000,917169
tan,10000000,890671
tan,10000000,906879
tan,10000000,909726
tan,10000000,923240
tan,10000000,912705
tan,10000000,1035145
tan,10000000,903511
tan,10000000,904326
tan,10000000,912167
tan,10000000,906453
tan,10000000,903533
tan,10000000,890693
tan,10000000,891130
tan,10000000,906248
tan,10000000,905122
tan,10000000,917331
tan,10000000,910930
tan,10000000,909991
tan,10000000,1022586
tan,10000000,916767
tan,10000000,910589
tan,10000000,917613
tan,10000000,902673
tan,10000000,905283
tan,10000000,914197
tan,10000000,910089
tan,10000000,904217
tan,10000000,900085
tan,10000000,913118
tan,10000000,914630
tan,10000000,915800
tan,10000000,899716
tan,10000000,1012658
tan,10000000,906909
tan,10000000,893749
tan,10000000,906842
tan,10000000,915763
tan,10000000,916841
tan,10000000,895230
tan,10000000,887400
rand,10000000,3879300
rand,10000000,3877450
rand,10000000,3979337
rand,10000000,3861009
rand,10000000,3831341
rand,10000000,4008979
rand,10000000,4058658
rand,10000000,3976691
rand,10000000,3913334
rand,10000000,3970793
rand,10000000,3842898
rand,10000000,3844067
rand,10000000,3922722
rand,10000000,3830740
rand,10000000,3879051
rand,10000000,3854679
rand,10000000,3867594
rand,10000000,3965699
rand,10000000,3853692
rand,10000000,3867508
rand,10000000,3850746
rand,10000000,3877146
rand,10000000,3959909
rand,10000000,3889716
rand,10000000,3875587
rand,10000000,3847345
rand,10000000,3859498
rand,10000000,3961744
rand,10000000,3850755
rand,10000000,3889417
rand,10000000,3862649
rand,10000000,3842274
rand,10000000,3962307
rand,10000000,3867267
rand,10000000,3848327
rand,10000000,3849003
rand,10000000,3846868
rand,10000000,3864748
rand,10000000,3957523
rand,10000000,3826599
rand,10000000,3827623
rand,10000000,3847482
rand,10000000,3831701
rand,10000000,3932046
rand,10000000,3830124
rand,10000000,3867457
rand,10000000,3837243
rand,10000000,3846977
rand,10000000,3977803
rand,10000000,3869653
fib,10000000,2302276
fib,10000000,2166335
fib,10000000,2173759
fib,10000000,2182409
fib,10000000,2172853
fib,10000000,2177276
fib,10000000,2188313
fib,10000000,2184043
fib,10000000,2197451
fib,10000000,2178010
fib,10000000,2156715
fib,10000000,2175648
fib,10000000,2185505
fib,10000000,2188829
fib,10000000,2289347
fib,10000000,2182334
fib,10000000,2174406
fib,10000000,2184235
fib,10000000,2216179
fib,10000000,2188256
fib,10000000,2178359
fib,10000000,2183971
fib,10000000,2186603
fib,10000000,2200609
fib,10000000,2194368
fib,10000000,2191378
fib,10000000,2187482
fib,10000000,2197131
fib,10000000,2172721
fib,10000000,2296903
fib,10000000,2199193
fib,10000000,2194709
fib,10000000,2196305
fib,10000000,2198526
fib,10000000,2167695
fib,10000000,2161857
fib,10000000,2166776
fib,10000000,2183236
fib,10000000,2185325
fib,10000000,2177979
fib,10000000,2177680
fib,10000000,2168106
fib,10000000,2178535
fib,10000000,2241927
fib,10000000,2188914
fib,10000000,2203834
fib,10000000,2177367
fib,10000000,2188930
fib,10000000,2178320
fib,10000000,2187453
pow,10000000,1577565
pow,10000000,1572773
pow,10000000,1559322
pow,10000000,1718849
pow,10000000,1568346
pow,10000000,1554978
pow,10000000,1565259
pow,10000000,1557853
pow,10000000,1572602
pow,10000000,1719547
pow,10000000,1568087
pow,10000000,1559852
pow,10000000,1565321
pow,10000000,1564650
pow,10000000,1606173
pow,10000000,1678288
pow,10000000,1765584
pow,10000000,1560934
pow,10000000,1578227
pow,10000000,1566839
pow,10000000,1561031
pow,10000000,1569835
pow,10000000,1565535
pow,10000000,1754914
pow,10000000,1581906
pow,10000000,1579724
pow,10000000,1566598
pow,10000000,1560162
pow,10000000,1582608
pow,10000000,1592294
pow,10000000,1566107
pow,10000000,1710492
pow,10000000,1570423
pow,10000000,1568286
pow,10000000,1559978
pow,10000000,1544202
pow,10000000,1569735
pow,10000000,1570419
pow,10000000,1714698
pow,10000000,1553319
pow,10000000,1563835
pow,10000000,1551296
pow,10000000,1556741
pow,10000000,1559095
pow,10000000,1575364
pow,10000000,1558630
pow,10000000,1720200
pow,10000000,1578180
pow,10000000,1554448
pow,10000000,1567605
len,10000000,871064
len,10000000,863972
len,10000000,862871
len,10000000,862750
len,10000000,876061
len,10000000,891828
len,10000000,835996
len,10000000,866698
len,10000000,987030
len,10000000,847951
len,10000000,843191
len,10000000,833799
len,10000000,831868
len,10000000,844104
len,10000000,852219
len,10000000,828401
len,10000000,827160
len,10000000,838874
len,10000000,898883
len,10000000,1043324
len,10000000,868439
len,10000000,865700
len,10000000,833560
len,10000000,869196
len,10000000,854948
len,10000000,856448
len,10000000,828587
len,10000000,856424
len,10000000,890424
len,10000000,860612
len,10000000,864694
len,10000000,985162
len,10000000,863085
len,10000000,847612
len,10000000,860218
len,10000000,861136
len,10000000,856331
len,10000000,867454
len,10000000,860258
len,10000000,846298
len,10000000,863325
len,10000000,858902
len,10000000,858952
len,10000000,993291
len,10000000,862348
len,10000000,846361
len,10000000,861748
len,10000000,854235
len,10000000,844936
len,10000000,853581
sqrt,10000000,747762
sqrt,10000000,744577
sqrt,10000000,752771
sqrt,10000000,733415
sqrt,10000000,740859
sqrt,10000000,741712
sqrt,10000000,860056
sqrt,10000000,746367
sqrt,10000000,745289
sqrt,10000000,760000
sqrt,10000000,754509
sqrt,10000000,751161
sqrt,10000000,738039
sqrt,10000000,742593
sqrt,10000000,759756
sqrt,10000000,820513
sqrt,10000000,831579
sqrt,10000000,836482
sqrt,10000000,844314
sqrt,10000000,834605
sqrt,10000000,808110
sqrt,10000000,878065
sqrt,10000000,761284
sqrt,10000000,758005
sqrt,10000000,752898
sqrt,10000000,750358
sqrt,10000000,750416
sqrt,10000000,765366
sqrt,10000000,756316
sqrt,10000000,749302
sqrt,10000000,760688
sqrt,10000000,741959
sqrt,10000000,756914
sqrt,10000000,750366
sqrt,10000000,758192
sqrt,10000000,866362
sqrt,10000000,734760
sqrt,10000000,741226
sqrt,10000000,737173
sqrt,10000000,744098
sqrt,10000000,755725
sqrt,10000000,739900
sqrt,10000000,735410
sqrt,10000000,746497
sqrt,10000000,752782
sqrt,10000000,751160
sqrt,10000000,757094
sqrt,10000000,755068
sqrt,10000000,743081
sqrt,10000000,751723
concat,10000000,897186
concat,10000000,1008955
concat,10000000,1090896
concat,10000000,1108388
concat,10000000,882780
concat,10000000,896459
concat,10000000,994981
concat,10000000,1188652
concat,10000000,888425
concat,10000000,893141
concat,10000000,884450
concat,10000000,892504
concat,10000000,1018424
concat,10000000,894675
concat,10000000,905725
concat,10000000,899932
concat,10000000,895951
concat,10000000,1016384
concat,10000000,916165
concat,10000000,918312
concat,10000000,890125
concat,10000000,1001394
concat,10000000,897315
concat,10000000,891747
concat,10000000,907311
concat,10000000,899818
concat,10000000,1030720
concat,10000000,879057
concat,10000000,893759
concat,10000000,896945
concat,10000000,1025815
concat,10000000,945875
concat,10000000,915657
concat,10000000,900427
concat,10000000,863871
concat,10000000,1022336
concat,10000000,902953
concat,10000000,883930
concat,10000000,885977
concat,10000000,895905
concat,10000000,1004905
concat,10000000,904147
concat,10000000,885572
concat,10000000,891366
concat,10000000,1033621
concat,10000000,885322
concat,10000000,880391
concat,10000000,877616
concat,10000000,907619
concat,10000000,1006061
addition,10000000,513745
addition,10000000,533888
addition,10000000,600303
addition,10000000,540274
addition,10000000,535791
addition,10000000,511668
addition,10000000,518427
addition,10000000,534418
addition,10000000,535341
addition,10000000,528104
